unique_im,stim_pos,stim_pos_i,angle_deg,angle_i,eccen_deg,angle_rad,delta_deg,delta_i,dot_xpos_pix,dot_ypos_pix,is_specialcore,img_quiz_dots_overlap,img_quiz_dot1_x_pix,img_quiz_dot1_y_pix,img_quiz_dot2_x_pix,img_quiz_dot2_y_pix,img_quiz_dot1_x_deg,img_quiz_dot1_y_deg,img_quiz_dot2_x_deg,img_quiz_dot2_y_deg,img_quiz_dot1_orient_deg,img_quiz_dot2_orient_deg,img_quiz_dot_specialcore_stim_nr,img_quiz_dot_filename,ltm_paired_stim,ltm_paired_stim_class_i
821,left,1,213.75,7,4,3.730641276,0,0,764,833,1,2,-269,228,-239,-258,1.587490854,4,-1.505281506,4,230,317,55,NaN,NaN,NaN
822,left,1,213.75,7,4,3.730641276,0,0,764,833,1,2,-57,349,-96,340,1.128252428,4,1.201957361,4,190,196,55,NaN,NaN,NaN
823,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,119,333,1,354,0.799415037,4,1.020529835,4,161,180,57,NaN,NaN,NaN
824,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,101,339,8,353,0.833432698,4,1.006355809,4,164,179,57,NaN,NaN,NaN
825,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,148,321,5,353,0.73988413,4,1.012025419,4,155,179,57,NaN,NaN,NaN
826,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,113,335,7,353,0.810754257,4,1.009190614,4,162,179,57,NaN,NaN,NaN
827,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,176,307,38,352,0.683188028,4,0.952494512,4,150,174,57,NaN,NaN,NaN
828,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,153,319,33,352,0.731379715,4,0.960998927,4,155,175,57,NaN,NaN,NaN
829,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,121,332,28,352,0.793745427,4,0.969503343,4,160,176,57,NaN,NaN,NaN
830,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,133,328,15,353,0.771066986,4,0.995016589,4,158,178,57,NaN,NaN,NaN
831,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,131,328,30,352,0.773901791,4,0.966668538,4,158,175,57,NaN,NaN,NaN
832,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,1,150,320,32,352,0.737049325,4,0.963833733,4,155,175,57,NaN,NaN,NaN
833,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,289,-203,309,173,-0.399707519,4,0.331672196,4,55,119,57,NaN,NaN,NaN
834,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,299,-187,268,231,-0.365689857,4,0.462073231,4,58,131,57,NaN,NaN,NaN
835,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,173,-307,353,25,-0.688857638,4,0.045356882,4,29,94,57,NaN,NaN,NaN
836,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,352,-30,208,286,-0.056696102,4,0.612317901,4,85,144,57,NaN,NaN,NaN
837,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,346,-70,336,111,-0.130401034,4,0.206940772,4,79,108,57,NaN,NaN,NaN
838,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,343,86,275,223,0.158749085,4,0.442229595,4,104,129,57,NaN,NaN,NaN
839,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,341,92,256,245,0.170088306,4,0.496090892,4,105,134,57,NaN,NaN,NaN
840,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,230,269,144,323,0.561291409,4,0.748388545,4,140,156,57,NaN,NaN,NaN
841,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,53,-348,230,-267,-0.924146461,4,-0.561291409,4,9,41,57,NaN,NaN,NaN
842,right,2,168.75,9,4,2.945243113,0,0,1029,886,1,2,126,-329,297,193,-0.785241012,4,0.374194273,4,21,123,57,NaN,NaN,NaN
843,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,333,119,241,259,0.221114797,4,0.532943358,4,110,137,59,NaN,NaN,NaN
844,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,335,113,267,232,0.209775577,4,0.464908036,4,109,131,59,NaN,NaN,NaN
845,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,339,101,256,245,0.187097136,4,0.496090892,4,107,134,59,NaN,NaN,NaN
846,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,337,108,271,228,0.201271162,4,0.453568815,4,108,130,59,NaN,NaN,NaN
847,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,315,161,219,278,0.30615895,4,0.586804655,4,117,142,59,NaN,NaN,NaN
848,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,331,124,220,277,0.232454018,4,0.58396985,4,111,142,59,NaN,NaN,NaN
849,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,324,141,211,284,0.266471679,4,0.606648291,4,114,144,59,NaN,NaN,NaN
850,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,336,111,268,231,0.206940772,4,0.462073231,4,108,131,59,NaN,NaN,NaN
851,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,313,165,274,224,0.314663366,4,0.4450644,4,118,129,59,NaN,NaN,NaN
852,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,1,328,131,231,268,0.246628043,4,0.558456604,4,112,139,59,NaN,NaN,NaN
853,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,104,-337,129,-328,-0.827763088,4,-0.779571401,4,17,21,59,NaN,NaN,NaN
854,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,59,349,48,350,0.912807241,4,0.932650877,4,171,172,59,NaN,NaN,NaN
855,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,259,241,36,352,0.487586476,4,0.955329317,4,133,174,59,NaN,NaN,NaN
856,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,24,-351,350,47,-0.978007758,4,0.085044153,4,4,98,59,NaN,NaN,NaN
857,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,345,-74,350,-51,-0.13890545,4,-0.096383373,4,78,82,59,NaN,NaN,NaN
858,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,89,-341,334,-116,-0.856111139,4,-0.218279992,4,15,71,59,NaN,NaN,NaN
859,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,98,-338,325,139,-0.839102308,4,0.260802069,4,16,113,59,NaN,NaN,NaN
860,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,199,292,174,308,0.632161536,4,0.686022833,4,146,151,59,NaN,NaN,NaN
861,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,64,-346,333,120,-0.904302826,4,0.223949603,4,10,110,59,NaN,NaN,NaN
862,right,2,123.75,11,4,2.159844949,0,0,1253,736,1,2,345,-74,347,-65,-0.13890545,4,-0.121896619,4,78,79,59,NaN,NaN,NaN
863,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,335,-113,352,33,-0.212610382,4,0.059530907,4,71,95,61,NaN,NaN,NaN
864,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,333,-117,352,-32,-0.221114797,4,-0.059530907,4,71,85,61,NaN,NaN,NaN
865,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,307,-174,354,4,-0.337341806,4,0.00566961,4,60,91,61,NaN,NaN,NaN
866,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,316,-158,353,-12,-0.303324145,4,-0.022678441,4,63,88,61,NaN,NaN,NaN
867,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,326,-136,351,44,-0.257967264,4,0.079374543,4,67,97,61,NaN,NaN,NaN
868,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,321,-147,350,51,-0.280645704,4,0.093548568,4,65,98,61,NaN,NaN,NaN
869,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,302,-182,353,-4,-0.354350637,4,-0.008504415,4,59,89,61,NaN,NaN,NaN
870,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,311,-166,353,-24,-0.320332976,4,-0.045356882,4,62,86,61,NaN,NaN,NaN
871,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,309,-172,353,25,-0.331672196,4,0.045356882,4,61,94,61,NaN,NaN,NaN
872,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,1,311,-168,352,32,-0.323167781,4,0.056696102,4,62,95,61,NaN,NaN,NaN
873,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,233,266,185,302,0.552786994,4,0.663344392,4,139,149,61,NaN,NaN,NaN
874,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,161,315,48,350,0.714370884,4,0.932650877,4,153,172,61,NaN,NaN,NaN
875,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,133,-326,168,-310,-0.771066986,4,-0.700196859,4,22,28,61,NaN,NaN,NaN
876,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,354,1,251,249,0,4,0.507430112,4,90,135,61,NaN,NaN,NaN
877,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,352,-27,79,345,-0.051026492,4,0.875954775,4,86,167,61,NaN,NaN,NaN
878,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,113,-334,322,-144,-0.810754257,4,-0.274976094,4,19,66,61,NaN,NaN,NaN
879,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,18,-352,28,-351,-0.989346978,4,-0.969503343,4,3,5,61,NaN,NaN,NaN
880,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,153,319,141,324,0.731379715,4,0.754058155,4,155,157,61,NaN,NaN,NaN
881,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,71,-345,86,-342,-0.8901288,4,-0.861780749,4,12,14,61,NaN,NaN,NaN
882,right,2,78.75,13,4,1.374446786,0,0,1306,471,1,2,86,-342,317,-155,-0.861780749,4,-0.297654535,4,14,64,61,NaN,NaN,NaN
883,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,133,-326,238,-260,-0.771066986,4,-0.541447773,4,22,42,63,NaN,NaN,NaN
884,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,114,-333,253,-245,-0.807919452,4,-0.501760502,4,19,46,63,NaN,NaN,NaN
885,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,124,-330,232,-265,-0.788075817,4,-0.555621799,4,21,41,63,NaN,NaN,NaN
886,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,151,-318,226,-270,-0.73421452,4,-0.569795824,4,25,40,63,NaN,NaN,NaN
887,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,95,-339,240,-258,-0.844771919,4,-0.535778163,4,16,43,63,NaN,NaN,NaN
888,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,98,-338,224,-272,-0.839102308,4,-0.575465434,4,16,39,63,NaN,NaN,NaN
889,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,162,-313,252,-246,-0.711536079,4,-0.504595307,4,27,46,63,NaN,NaN,NaN
890,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,146,-321,255,-244,-0.74555374,4,-0.498925697,4,24,46,63,NaN,NaN,NaN
891,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,143,-322,271,-226,-0.75122335,4,-0.453568815,4,24,50,63,NaN,NaN,NaN
892,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,1,154,-317,230,-267,-0.72854491,4,-0.561291409,4,26,41,63,NaN,NaN,NaN
893,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,282,-213,353,25,-0.422385959,4,0.045356882,4,53,94,63,NaN,NaN,NaN
894,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,88,-341,155,-316,-0.858945944,4,-0.725710105,4,14,26,63,NaN,NaN,NaN
895,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,314,-162,334,116,-0.311828561,4,0.215445187,4,63,109,63,NaN,NaN,NaN
896,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,263,-235,352,36,-0.476247256,4,0.065200517,4,48,96,63,NaN,NaN,NaN
897,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,327,-134,232,267,-0.255132459,4,0.555621799,4,68,139,63,NaN,NaN,NaN
898,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,353,-19,32,352,-0.036852466,4,0.963833733,4,87,175,63,NaN,NaN,NaN
899,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,314,162,255,246,0.308993755,4,0.498925697,4,117,134,63,NaN,NaN,NaN
900,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,344,82,341,94,0.15024467,4,0.172923111,4,103,105,63,NaN,NaN,NaN
901,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,330,129,153,319,0.240958433,4,0.731379715,4,111,155,63,NaN,NaN,NaN
902,right,2,33.75,15,4,0.589048623,0,0,1156,247,1,2,305,-178,298,190,-0.345846222,4,0.368524662,4,60,123,63,NaN,NaN,NaN
